Source,Target,Type
314,39,Undirected
332,39,Undirected
354,39,Undirected
355,39,Undirected
356,39,Undirected
357,39,Undirected
358,39,Undirected
42,40,Undirected
46,40,Undirected
47,40,Undirected
49,40,Undirected
54,40,Undirected
55,40,Undirected
56,40,Undirected
58,40,Undirected
105,40,Undirected
157,40,Undirected
203,40,Undirected
268,40,Undirected
293,40,Undirected
336,40,Undirected
354,40,Undirected
355,40,Undirected
359,40,Undirected
360,40,Undirected
361,40,Undirected
362,40,Undirected
363,40,Undirected
364,40,Undirected
365,40,Undirected
366,40,Undirected
367,40,Undirected
46,41,Undirected
47,41,Undirected
48,41,Undirected
50,41,Undirected
51,41,Undirected
54,41,Undirected
62,41,Undirected
87,41,Undirected
94,41,Undirected
103,41,Undirected
106,41,Undirected
134,41,Undirected
135,41,Undirected
191,41,Undirected
194,41,Undirected
210,41,Undirected
235,41,Undirected
238,41,Undirected
245,41,Undirected
246,41,Undirected
247,41,Undirected
250,41,Undirected
260,41,Undirected
262,41,Undirected
270,41,Undirected
332,41,Undirected
334,41,Undirected
353,41,Undirected
354,41,Undirected
355,41,Undirected
358,41,Undirected
368,41,Undirected
369,41,Undirected
370,41,Undirected
371,41,Undirected
372,41,Undirected
373,41,Undirected
374,41,Undirected
375,41,Undirected
376,41,Undirected
377,41,Undirected
378,41,Undirected
379,41,Undirected
44,42,Undirected
45,42,Undirected
50,42,Undirected
84,42,Undirected
104,42,Undirected
105,42,Undirected
134,42,Undirected
157,42,Undirected
245,42,Undirected
271,42,Undirected
303,42,Undirected
314,42,Undirected
332,42,Undirected
333,42,Undirected
335,42,Undirected
337,42,Undirected
338,42,Undirected
354,42,Undirected
355,42,Undirected
356,42,Undirected
372,42,Undirected
378,42,Undirected
380,42,Undirected
381,42,Undirected
382,42,Undirected
383,42,Undirected
384,42,Undirected
385,42,Undirected
386,42,Undirected
387,42,Undirected
388,42,Undirected
389,42,Undirected
390,42,Undirected
391,42,Undirected
392,42,Undirected
393,42,Undirected
394,42,Undirected
395,42,Undirected
396,42,Undirected
397,42,Undirected
398,42,Undirected
399,42,Undirected
400,42,Undirected
401,42,Undirected
402,42,Undirected
403,42,Undirected
404,42,Undirected
46,43,Undirected
230,43,Undirected
240,43,Undirected
269,43,Undirected
282,43,Undirected
405,43,Undirected
52,44,Undirected
135,44,Undirected
332,44,Undirected
341,44,Undirected
383,44,Undirected
386,44,Undirected
406,44,Undirected
407,44,Undirected
408,44,Undirected
409,44,Undirected
410,44,Undirected
411,44,Undirected
412,44,Undirected
413,44,Undirected
414,44,Undirected
50,45,Undirected
54,45,Undirected
73,45,Undirected
133,45,Undirected
191,45,Undirected
227,45,Undirected
251,45,Undirected
259,45,Undirected
333,45,Undirected
349,45,Undirected
355,45,Undirected
362,45,Undirected
399,45,Undirected
415,45,Undirected
416,45,Undirected
417,45,Undirected
418,45,Undirected
419,45,Undirected
420,45,Undirected
421,45,Undirected
422,45,Undirected
423,45,Undirected
424,45,Undirected
425,45,Undirected
48,46,Undirected
52,46,Undirected
57,46,Undirected
58,46,Undirected
59,46,Undirected
62,46,Undirected
64,46,Undirected
66,46,Undirected
68,46,Undirected
69,46,Undirected
71,46,Undirected
72,46,Undirected
81,46,Undirected
241,46,Undirected
246,46,Undirected
282,46,Undirected
351,46,Undirected
354,46,Undirected
373,46,Undirected
399,46,Undirected
414,46,Undirected
426,46,Undirected
427,46,Undirected
428,46,Undirected
429,46,Undirected
430,46,Undirected
431,46,Undirected
432,46,Undirected
104,47,Undirected
337,47,Undirected
433,47,Undirected
296,48,Undirected
332,48,Undirected
367,48,Undirected
434,48,Undirected
54,49,Undirected
55,49,Undirected
56,49,Undirected
76,49,Undirected
79,49,Undirected
92,49,Undirected
105,49,Undirected
116,49,Undirected
128,49,Undirected
185,49,Undirected
201,49,Undirected
202,49,Undirected
206,49,Undirected
213,49,Undirected
241,49,Undirected
269,49,Undirected
274,49,Undirected
293,49,Undirected
303,49,Undirected
317,49,Undirected
321,49,Undirected
322,49,Undirected
325,49,Undirected
327,49,Undirected
328,49,Undirected
344,49,Undirected
361,49,Undirected
363,49,Undirected
390,49,Undirected
435,49,Undirected
436,49,Undirected
437,49,Undirected
438,49,Undirected
439,49,Undirected
440,49,Undirected
441,49,Undirected
442,49,Undirected
52,50,Undirected
81,50,Undirected
191,50,Undirected
228,50,Undirected
241,50,Undirected
245,50,Undirected
259,50,Undirected
271,50,Undirected
314,50,Undirected
324,50,Undirected
333,50,Undirected
338,50,Undirected
354,50,Undirected
367,50,Undirected
368,50,Undirected
404,50,Undirected
443,50,Undirected
444,50,Undirected
54,51,Undirected
56,51,Undirected
105,51,Undirected
257,51,Undirected
269,51,Undirected
278,51,Undirected
338,51,Undirected
340,51,Undirected
353,51,Undirected
354,51,Undirected
366,51,Undirected
368,51,Undirected
445,51,Undirected
446,51,Undirected
447,51,Undirected
448,51,Undirected
449,51,Undirected
450,51,Undirected
451,51,Undirected
81,52,Undirected
128,52,Undirected
133,52,Undirected
135,52,Undirected
146,52,Undirected
157,52,Undirected
182,52,Undirected
228,52,Undirected
241,52,Undirected
248,52,Undirected
254,52,Undirected
269,52,Undirected
287,52,Undirected
316,52,Undirected
333,52,Undirected
335,52,Undirected
340,52,Undirected
351,52,Undirected
362,52,Undirected
365,52,Undirected
367,52,Undirected
402,52,Undirected
413,52,Undirected
452,52,Undirected
453,52,Undirected
454,52,Undirected
455,52,Undirected
456,52,Undirected
457,52,Undirected
458,52,Undirected
459,52,Undirected
460,52,Undirected
461,52,Undirected
72,53,Undirected
76,54,Undirected
87,54,Undirected
124,54,Undirected
183,54,Undirected
185,54,Undirected
187,54,Undirected
189,54,Undirected
191,54,Undirected
268,54,Undirected
316,54,Undirected
329,54,Undirected
331,54,Undirected
333,54,Undirected
346,54,Undirected
354,54,Undirected
378,54,Undirected
454,54,Undirected
462,54,Undirected
463,54,Undirected
464,54,Undirected
465,54,Undirected
466,54,Undirected
467,54,Undirected
56,55,Undirected
105,55,Undirected
128,55,Undirected
201,55,Undirected
259,55,Undirected
317,55,Undirected
324,55,Undirected
360,55,Undirected
468,55,Undirected
469,55,Undirected
77,56,Undirected
105,56,Undirected
128,56,Undirected
133,56,Undirected
194,56,Undirected
196,56,Undirected
201,56,Undirected
202,56,Undirected
207,56,Undirected
210,56,Undirected
212,56,Undirected
213,56,Undirected
214,56,Undirected
251,56,Undirected
289,56,Undirected
293,56,Undirected
327,56,Undirected
332,56,Undirected
335,56,Undirected
360,56,Undirected
364,56,Undirected
390,56,Undirected
392,56,Undirected
437,56,Undirected
470,56,Undirected
471,56,Undirected
472,56,Undirected
473,56,Undirected
474,56,Undirected
58,57,Undirected
59,57,Undirected
62,57,Undirected
64,57,Undirected
65,57,Undirected
66,57,Undirected
69,57,Undirected
72,57,Undirected
231,57,Undirected
282,57,Undirected
373,57,Undirected
420,57,Undirected
426,57,Undirected
475,57,Undirected
476,57,Undirected
477,57,Undirected
478,57,Undirected
479,57,Undirected
480,57,Undirected
481,57,Undirected
482,57,Undirected
483,57,Undirected
484,57,Undirected
485,57,Undirected
486,57,Undirected
487,57,Undirected
59,58,Undirected
62,58,Undirected
64,58,Undirected
66,58,Undirected
67,58,Undirected
69,58,Undirected
72,58,Undirected
107,58,Undirected
112,58,Undirected
124,58,Undirected
192,58,Undirected
206,58,Undirected
255,58,Undirected
282,58,Undirected
286,58,Undirected
351,58,Undirected
373,58,Undirected
393,58,Undirected
426,58,Undirected
439,58,Undirected
488,58,Undirected
489,58,Undirected
490,58,Undirected
491,58,Undirected
492,58,Undirected
493,58,Undirected
494,58,Undirected
495,58,Undirected
62,59,Undirected
64,59,Undirected
66,59,Undirected
69,59,Undirected
71,59,Undirected
72,59,Undirected
256,59,Undirected
282,59,Undirected
426,59,Undirected
430,59,Undirected
496,59,Undirected
497,59,Undirected
498,59,Undirected
499,59,Undirected
485,60,Undirected
64,61,Undirected
68,61,Undirected
132,61,Undirected
244,61,Undirected
470,61,Undirected
485,61,Undirected
500,61,Undirected
501,61,Undirected
502,61,Undirected
63,62,Undirected
64,62,Undirected
66,62,Undirected
67,62,Undirected
71,62,Undirected
72,62,Undirected
140,62,Undirected
145,62,Undirected
150,62,Undirected
185,62,Undirected
203,62,Undirected
267,62,Undirected
341,62,Undirected
371,62,Undirected
373,62,Undirected
476,62,Undirected
503,62,Undirected
504,62,Undirected
505,62,Undirected
71,63,Undirected
150,63,Undirected
427,63,Undirected
476,63,Undirected
506,63,Undirected
507,63,Undirected
508,63,Undirected
509,63,Undirected
65,64,Undirected
68,64,Undirected
69,64,Undirected
72,64,Undirected
90,64,Undirected
282,64,Undirected
483,64,Undirected
485,64,Undirected
506,64,Undirected
510,64,Undirected
68,65,Undirected
90,65,Undirected
282,65,Undirected
430,65,Undirected
475,65,Undirected
476,65,Undirected
477,65,Undirected
481,65,Undirected
483,65,Undirected
485,65,Undirected
510,65,Undirected
511,65,Undirected
512,65,Undirected
513,65,Undirected
514,65,Undirected
69,66,Undirected
71,66,Undirected
72,66,Undirected
282,66,Undirected
316,66,Undirected
368,66,Undirected
426,66,Undirected
515,66,Undirected
238,67,Undirected
282,67,Undirected
286,67,Undirected
430,67,Undirected
485,67,Undirected
490,67,Undirected
491,67,Undirected
516,67,Undirected
517,67,Undirected
518,67,Undirected
519,67,Undirected
69,68,Undirected
90,68,Undirected
282,68,Undirected
373,68,Undirected
430,68,Undirected
470,68,Undirected
485,68,Undirected
500,68,Undirected
510,68,Undirected
511,68,Undirected
520,68,Undirected
72,69,Undirected
90,69,Undirected
219,69,Undirected
349,69,Undirected
362,69,Undirected
426,69,Undirected
432,69,Undirected
444,69,Undirected
466,69,Undirected
500,69,Undirected
506,69,Undirected
509,69,Undirected
521,69,Undirected
522,69,Undirected
523,69,Undirected
524,69,Undirected
525,69,Undirected
526,69,Undirected
527,69,Undirected
528,69,Undirected
529,69,Undirected
82,70,Undirected
108,70,Undirected
117,70,Undirected
169,70,Undirected
170,70,Undirected
182,70,Undirected
233,70,Undirected
239,70,Undirected
280,70,Undirected
330,70,Undirected
355,70,Undirected
444,70,Undirected
492,70,Undirected
495,70,Undirected
530,70,Undirected
531,70,Undirected
532,70,Undirected
134,71,Undirected
233,71,Undirected
427,71,Undirected
429,71,Undirected
508,71,Undirected
511,71,Undirected
533,71,Undirected
140,72,Undirected
268,72,Undirected
282,72,Undirected
285,72,Undirected
339,72,Undirected
351,72,Undirected
353,72,Undirected
356,72,Undirected
369,72,Undirected
373,72,Undirected
396,72,Undirected
423,72,Undirected
426,72,Undirected
455,72,Undirected
500,72,Undirected
507,72,Undirected
510,72,Undirected
511,72,Undirected
534,72,Undirected
535,72,Undirected
536,72,Undirected
537,72,Undirected
538,72,Undirected
539,72,Undirected
540,72,Undirected
541,72,Undirected
542,72,Undirected
89,73,Undirected
133,73,Undirected
260,73,Undirected
270,73,Undirected
376,73,Undirected
378,73,Undirected
413,73,Undirected
420,73,Undirected
422,73,Undirected
447,73,Undirected
467,73,Undirected
528,73,Undirected
543,73,Undirected
544,73,Undirected
545,73,Undirected
546,73,Undirected
547,73,Undirected
548,73,Undirected
101,74,Undirected
128,74,Undirected
134,74,Undirected
186,74,Undirected
194,74,Undirected
196,74,Undirected
206,74,Undirected
233,74,Undirected
254,74,Undirected
287,74,Undirected
466,74,Undirected
504,74,Undirected
505,74,Undirected
549,74,Undirected
550,74,Undirected
551,74,Undirected
552,74,Undirected
553,74,Undirected
554,74,Undirected
555,74,Undirected
148,75,Undirected
152,75,Undirected
267,75,Undirected
354,75,Undirected
468,75,Undirected
556,75,Undirected
557,75,Undirected
558,75,Undirected
559,75,Undirected
560,75,Undirected
561,75,Undirected
80,76,Undirected
84,76,Undirected
105,76,Undirected
117,76,Undirected
119,76,Undirected
124,76,Undirected
147,76,Undirected
150,76,Undirected
183,76,Undirected
185,76,Undirected
186,76,Undirected
187,76,Undirected
189,76,Undirected
190,76,Undirected
233,76,Undirected
267,76,Undirected
269,76,Undirected
316,76,Undirected
341,76,Undirected
352,76,Undirected
396,76,Undirected
462,76,Undirected
466,76,Undirected
467,76,Undirected
553,76,Undirected
562,76,Undirected
563,76,Undirected
564,76,Undirected
565,76,Undirected
566,76,Undirected
567,76,Undirected
568,76,Undirected
569,76,Undirected
570,76,Undirected
571,76,Undirected
572,76,Undirected
573,76,Undirected
147,77,Undirected
196,77,Undirected
323,77,Undirected
420,77,Undirected
574,77,Undirected
113,78,Undirected
120,78,Undirected
121,78,Undirected
161,78,Undirected
162,78,Undirected
176,78,Undirected
181,78,Undirected
183,78,Undirected
197,78,Undirected
333,78,Undirected
575,78,Undirected
105,79,Undirected
128,79,Undirected
133,79,Undirected
136,79,Undirected
201,79,Undirected
322,79,Undirected
336,79,Undirected
400,79,Undirected
576,79,Undirected
577,79,Undirected
85,80,Undirected
105,80,Undirected
116,80,Undirected
120,80,Undirected
127,80,Undirected
161,80,Undirected
176,80,Undirected
184,80,Undirected
194,80,Undirected
269,80,Undirected
274,80,Undirected
361,80,Undirected
400,80,Undirected
401,80,Undirected
577,80,Undirected
578,80,Undirected
579,80,Undirected
580,80,Undirected
581,80,Undirected
582,80,Undirected
583,80,Undirected
584,80,Undirected
94,81,Undirected
134,81,Undirected
155,81,Undirected
204,81,Undirected
228,81,Undirected
241,81,Undirected
243,81,Undirected
260,81,Undirected
308,81,Undirected
333,81,Undirected
405,81,Undirected
452,81,Undirected
454,81,Undirected
460,81,Undirected
554,81,Undirected
585,81,Undirected
586,81,Undirected
587,81,Undirected
588,81,Undirected
94,82,Undirected
113,82,Undirected
176,82,Undirected
180,82,Undirected
182,82,Undirected
201,82,Undirected
233,82,Undirected
234,82,Undirected
237,82,Undirected
269,82,Undirected
275,82,Undirected
277,82,Undirected
301,82,Undirected
306,82,Undirected
381,82,Undirected
405,82,Undirected
460,82,Undirected
520,82,Undirected
588,82,Undirected
589,82,Undirected
143,83,Undirected
239,83,Undirected
243,83,Undirected
388,83,Undirected
590,83,Undirected
140,84,Undirected
141,84,Undirected
143,84,Undirected
146,84,Undirected
150,84,Undirected
152,84,Undirected
153,84,Undirected
332,84,Undirected
354,84,Undirected
573,84,Undirected
591,84,Undirected
128,85,Undirected
130,85,Undirected
193,85,Undirected
198,85,Undirected
205,85,Undirected
212,85,Undirected
215,85,Undirected
219,85,Undirected
222,85,Undirected
291,85,Undirected
327,85,Undirected
328,85,Undirected
398,85,Undirected
401,85,Undirected
518,85,Undirected
592,85,Undirected
593,85,Undirected
594,85,Undirected
595,85,Undirected
596,85,Undirected
94,86,Undirected
95,86,Undirected
233,86,Undirected
378,86,Undirected
429,86,Undirected
454,86,Undirected
597,86,Undirected
598,86,Undirected
134,87,Undirected
183,87,Undirected
567,87,Undirected
92,88,Undirected
193,88,Undirected
198,88,Undirected
204,88,Undirected
219,88,Undirected
259,88,Undirected
518,88,Undirected
594,88,Undirected
599,88,Undirected
600,88,Undirected
601,88,Undirected
93,89,Undirected
454,89,Undirected
464,89,Undirected
602,89,Undirected
603,89,Undirected
604,89,Undirected
282,90,Undirected
285,90,Undirected
396,90,Undirected
426,90,Undirected
427,90,Undirected
430,90,Undirected
485,90,Undirected
507,90,Undirected
510,90,Undirected
603,90,Undirected
604,90,Undirected
605,90,Undirected
606,90,Undirected
607,90,Undirected
608,90,Undirected
609,90,Undirected
610,90,Undirected
233,91,Undirected
256,91,Undirected
269,91,Undirected
369,91,Undirected
444,91,Undirected
611,91,Undirected
612,91,Undirected
613,91,Undirected
614,91,Undirected
615,91,Undirected
157,92,Undirected
201,92,Undirected
259,92,Undirected
284,92,Undirected
574,92,Undirected
616,92,Undirected
617,92,Undirected
618,92,Undirected
619,92,Undirected
620,92,Undirected
118,93,Undirected
189,93,Undirected
191,93,Undirected
454,93,Undirected
465,93,Undirected
602,93,Undirected
603,93,Undirected
621,93,Undirected
622,93,Undirected
623,93,Undirected
624,93,Undirected
625,93,Undirected
626,93,Undirected
627,93,Undirected
628,93,Undirected
629,93,Undirected
99,94,Undirected
131,94,Undirected
137,94,Undirected
231,94,Undirected
233,94,Undirected
237,94,Undirected
241,94,Undirected
266,94,Undirected
351,94,Undirected
376,94,Undirected
457,94,Undirected
568,94,Undirected
